Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
STD3	0	30/08/18	11:16:15	//	11:16:15	58.4609	3.7617	15.93	395.35	2243.00	393.80	-28.12	-0.17	32.98	1020.80	1017.27	-0.79	2.92	76.39	124.00	-54.83	9.89	9.89	9.89	3.31	4.87	27.12	36.87	15.771	314.083	101.809	15.962	1021.12	1
STD4	0	30/08/18	11:20:45	//	11:20:45	58.4668	1.0000	15.95	519.92	2737.40	519.66	-29.50	-0.18	32.99	1021.10	1017.39	-0.78	2.91	72.12	124.00	-55.78	9.89	9.89	9.89	4.25	4.94	27.19	36.66	15.788	314.972	102.153	15.988	1020.91	1
STD1z	0	30/08/18	11:25:20	//	11:25:20	58.4727	3.6933	15.98	0.00	6.67	-0.06	-31.37	-0.19	33.01	1020.90	1017.34	-0.80	2.90	77.85	124.00	-55.60	9.89	9.89	9.89	4.27	4.75	27.25	36.56	15.831	314.016	101.908	16.019	1021.20	1
STD4s	0	30/08/18	11:29:54	//	11:29:54	58.4793	3.6582	16.00	0.00	2736.30	519.69	-30.83	-0.19	33.02	1020.80	1017.52	-0.91	2.89	70.96	124.00	-55.74	9.89	9.89	9.89	4.55	4.94	27.25	36.45	15.854	310.300	100.761	16.046	0.00	1
STD1	0	30/08/18	11:34:25	//	11:34:25	58.4870	3.6243	16.01	0.00	6.70	0.00	-31.96	-0.20	33.04	1021.10	906.77	-0.81	2.91	83.63	124.00	-55.61	9.89	9.89	9.89	4.20	4.81	27.25	36.24	15.839	309.022	100.337	16.042	1021.13	1
STD2	0	30/08/18	11:38:55	//	11:38:56	58.4947	3.5904	15.97	189.97	1248.00	189.75	-32.17	-0.20	33.06	1021.10	1017.62	-0.72	2.92	74.41	124.00	-55.70	9.89	9.89	9.89	4.47	4.94	27.25	36.14	15.814	307.880	99.905	16.013	1021.35	1
STD3	0	30/08/18	11:43:26	//	11:43:26	58.5022	3.5568	15.95	395.35	2243.70	394.20	-32.25	-0.20	33.08	1021.10	1017.77	-0.82	2.87	81.85	124.00	-54.28	9.89	9.89	9.89	3.83	4.87	27.25	36.03	15.778	308.222	99.949	15.981	1021.39	1
STD4	0	30/08/18	11:47:56	//	11:47:56	58.5097	3.5232	15.94	519.92	2737.20	520.09	-32.29	-0.20	33.09	1021.10	1017.44	-0.80	2.92	78.35	124.00	-55.76	9.89	9.89	9.89	4.30	4.94	27.25	35.82	15.782	309.276	100.287	15.979	1021.30	1
ATM-DRAIN	0	30/08/18	11:52:26	//	11:52:27	58.5173	3.4893	15.87	NaN	2249.70	396.12	204.25	1.35	33.09	1021.10	1017.53	-0.87	2.89	105.14	124.00	-55.15	9.89	9.89	9.89	2.71	5.00	27.25	35.72	15.750	308.594	99.932	15.917	1021.47	1
ATM	0	30/08/18	11:54:17	//	11:54:18	58.5205	3.4754	15.91	NaN	2249.90	396.16	206.37	1.36	33.09	1021.20	1017.54	-0.92	2.90	100.07	124.00	-55.16	9.89	9.89	9.89	5.08	4.81	27.25	35.61	15.765	309.774	100.386	15.950	1021.31	1
ATM	0	30/08/18	11:55:48	//	11:55:49	58.5230	3.4641	15.92	NaN	2250.10	396.25	206.75	1.37	33.10	1021.10	1017.54	-0.87	2.91	103.74	124.00	-55.63	9.89	9.89	9.89	2.06	5.00	27.25	35.61	15.779	310.966	100.797	15.962	1021.43	1
ATM	0	30/08/18	11:57:18	//	11:57:19	58.5255	3.4530	15.94	NaN	2250.50	396.29	207.37	1.37	33.10	1021.20	1017.72	-0.84	2.91	103.01	124.00	-55.66	9.89	9.89	9.89	4.70	4.94	27.25	35.51	15.800	311.466	100.999	15.980	1021.31	1
ATM	0	30/08/18	11:58:49	//	11:58:49	58.5279	3.4417	15.96	NaN	2250.10	396.30	207.83	1.37	33.10	1021.00	1017.77	-0.84	2.90	99.60	124.00	14.98	9.89	9.89	9.89	4.37	5.00	27.25	35.51	15.822	311.019	100.911	16.007	1021.38	1
EQU	0	30/08/18	12:03:45	//	12:03:45	58.5362	3.4046	16.02	NaN	1971.50	332.54	210.83	1.40	33.10	1021.10	1017.59	-0.84	2.87	86.24	124.00	-55.59	9.89	9.89	9.89	4.86	4.87	27.31	35.41	15.881	311.244	101.104	16.063	1021.38	1
EQU	0	30/08/18	12:05:18	//	12:05:18	58.5387	3.3928	16.04	NaN	1970.90	332.38	211.29	1.40	33.11	1021.20	1017.82	-0.84	2.90	85.81	124.00	-55.63	9.89	9.89	9.89	4.94	5.00	27.25	35.30	15.887	310.821	100.996	16.076	1021.47	1
EQU	0	30/08/18	12:06:50	//	12:06:50	58.5413	3.3813	16.04	NaN	1970.90	332.41	210.37	1.39	33.12	1021.20	1017.78	-0.93	2.91	83.94	124.00	18.90	9.89	9.89	9.89	4.20	4.87	27.25	35.30	15.887	311.044	101.068	16.076	1021.51	1
EQU	0	30/08/18	12:08:23	//	12:08:23	58.5439	3.3697	16.04	NaN	1970.90	332.37	209.16	1.38	33.12	1021.30	1017.55	-0.84	2.90	86.02	124.00	18.87	9.89	9.89	9.89	2.73	4.87	27.31	35.30	15.887	311.356	101.169	16.076	1021.43	1
EQU	0	30/08/18	12:09:55	//	12:09:56	58.5465	3.3580	16.04	NaN	1970.60	332.32	208.66	1.38	33.11	1021.20	1017.79	-0.85	2.88	84.37	124.00	18.79	9.89	9.89	9.89	3.61	4.94	27.25	35.20	15.887	311.335	101.169	16.079	1021.53	1
EQU	0	30/08/18	12:11:29	//	12:11:30	58.5491	3.3462	16.04	NaN	1970.70	332.30	208.08	1.38	33.12	1021.30	1017.98	-0.91	2.89	84.58	124.00	-55.63	9.89	9.89	9.89	3.14	4.94	27.25	35.30	15.863	311.836	101.307	16.068	0.00	1
EQU	0	30/08/18	12:13:02	//	12:13:02	58.5518	3.3347	16.03	NaN	1970.90	332.39	207.37	1.37	33.12	1021.20	1017.99	-0.85	2.89	83.42	124.00	-55.57	9.89	9.89	9.89	2.41	4.81	27.25	35.20	15.877	311.027	101.046	16.069	1021.55	1
EQU	0	30/08/18	12:14:35	//	12:14:35	58.5544	3.3230	16.03	NaN	1970.10	332.13	207.08	1.37	33.12	1021.40	1017.82	-0.85	2.88	85.65	124.00	-55.47	9.89	9.89	9.89	4.86	4.87	27.25	35.09	15.887	310.532	100.893	16.072	1021.45	1
EQU	0	30/08/18	12:16:07	//	12:16:07	58.5570	3.3116	16.06	NaN	1968.00	331.68	207.29	1.37	33.12	1021.40	1018.01	-0.90	2.90	84.69	124.00	-55.47	9.89	9.89	9.89	3.60	4.94	27.25	35.09	15.924	311.034	101.123	16.103	1021.51	1
EQU	0	30/08/18	12:17:40	//	12:17:40	58.5596	3.3001	16.07	NaN	1964.30	330.90	207.08	1.37	33.13	1021.40	1017.96	-0.84	2.89	84.00	124.00	-55.50	9.89	9.89	9.89	4.92	4.81	27.31	35.09	15.918	310.864	101.085	16.112	1021.64	1
EQU	0	30/08/18	12:19:13	//	12:19:13	58.5622	3.2886	16.07	NaN	1962.40	330.48	206.79	1.37	33.13	1021.30	1017.99	-0.86	2.89	86.51	124.00	-55.69	9.89	9.89	9.89	3.96	4.75	27.31	35.09	15.911	310.333	100.901	16.106	1021.77	1
EQU	0	30/08/18	12:20:45	//	12:20:45	58.5647	3.2772	16.06	NaN	1962.70	330.50	207.33	1.37	33.13	1021.50	1017.81	-0.85	2.87	84.42	124.00	-55.74	9.89	9.89	9.89	2.53	4.87	27.31	34.99	15.899	310.049	100.783	16.094	1021.67	1
EQU	0	30/08/18	12:22:18	//	12:22:18	58.5673	3.2656	16.06	NaN	1963.70	330.72	207.12	1.37	33.13	1021.50	1017.93	-0.84	2.87	85.11	124.00	-55.73	9.89	9.89	9.89	2.51	5.00	27.31	34.99	15.918	309.533	100.624	16.098	1021.58	1
EQU	0	30/08/18	12:23:50	//	12:23:51	58.5699	3.2540	16.08	NaN	1964.00	330.87	206.70	1.37	33.13	1021.30	1017.83	-0.89	2.89	85.33	124.00	-55.71	9.89	9.89	9.89	3.49	4.94	27.25	34.88	15.932	310.296	100.918	16.120	1021.62	1
EQU	0	30/08/18	12:25:23	//	12:25:23	58.5725	3.2426	16.07	NaN	1962.00	330.41	206.58	1.37	33.14	1021.40	1017.72	-0.90	2.89	84.53	124.00	-55.69	9.89	9.89	9.89	4.51	4.81	27.31	34.88	15.864	311.453	101.244	16.096	1021.63	1
EQU	0	30/08/18	12:26:56	//	12:26:56	58.5753	3.2310	15.99	NaN	1958.20	329.58	207.50	1.37	33.14	1021.40	1017.88	-0.81	2.87	84.21	124.00	-55.71	9.89	9.89	9.89	3.02	5.00	27.31	34.88	15.781	311.258	100.999	16.012	1021.69	1
EQU	0	30/08/18	12:28:30	//	12:28:30	58.5779	3.2193	15.90	NaN	1954.50	328.68	206.29	1.36	33.14	1021.50	1017.98	-0.83	2.88	85.06	124.00	-55.69	9.89	9.89	9.89	5.04	4.87	27.31	34.78	15.716	311.897	101.032	15.931	1021.62	1
EQU	0	30/08/18	12:30:02	//	12:30:02	58.5804	3.2079	15.86	NaN	1954.40	328.72	206.58	1.37	33.14	1021.40	1018.04	-0.95	2.89	84.37	124.00	-55.69	9.89	9.89	9.89	3.47	5.00	27.31	34.78	15.677	311.807	100.908	15.887	1021.73	1
EQU	0	30/08/18	12:31:35	//	12:31:35	58.5830	3.1963	15.86	NaN	1955.00	328.86	206.29	1.36	33.15	1021.40	1018.19	-0.92	2.89	85.11	124.00	-55.71	9.89	9.89	9.89	1.88	4.81	27.31	34.78	15.712	311.385	100.805	15.902	1021.66	1
EQU	0	30/08/18	12:33:07	//	12:33:08	58.5856	3.1847	15.88	NaN	1957.10	329.26	206.50	1.36	33.16	1021.60	1017.94	-0.88	2.89	85.17	124.00	-55.67	9.89	9.89	9.89	4.53	4.81	27.25	34.67	15.737	310.907	100.686	15.919	0.00	1
EQU	0	30/08/18	12:34:40	//	12:34:40	58.5881	3.1734	15.90	NaN	1957.20	329.32	206.00	1.36	33.15	1021.50	1018.07	-0.90	2.91	84.85	124.00	-55.62	9.89	9.89	9.89	3.92	4.87	27.31	34.67	15.741	310.887	100.722	15.939	1021.69	1
EQU	0	30/08/18	12:36:13	//	12:36:13	58.5907	3.1619	15.89	NaN	1958.40	329.52	206.29	1.36	33.15	1021.60	1018.05	-0.85	2.90	84.63	124.00	-55.64	9.89	9.89	9.89	3.55	5.00	27.25	34.67	15.722	311.395	100.863	15.928	1021.88	1
EQU	0	30/08/18	12:37:45	//	12:37:46	58.5932	3.1504	15.87	NaN	1957.90	329.42	205.79	1.36	33.15	1021.60	1018.06	-0.92	2.89	86.29	124.00	-55.68	9.89	9.89	9.89	4.10	4.87	27.25	34.57	15.667	312.386	101.107	15.892	1021.85	1
EQU	0	30/08/18	12:39:18	//	12:39:18	58.5958	3.1391	15.79	NaN	1958.10	329.43	206.25	1.36	33.16	1021.70	1018.14	-0.87	2.90	87.70	124.00	-55.69	9.89	9.89	9.89	4.29	4.81	27.31	34.57	15.515	312.733	100.993	15.787	1021.77	1
EQU	0	30/08/18	12:40:50	//	12:40:51	58.5983	3.1276	15.64	NaN	1961.70	330.25	205.91	1.36	33.16	1021.60	1018.40	-0.99	2.88	84.21	124.00	-55.69	9.89	9.89	9.89	2.78	4.94	27.25	34.57	15.426	313.746	101.040	15.658	1021.83	1
EQU	0	30/08/18	12:42:23	//	12:42:23	58.6008	3.1163	15.59	NaN	1981.30	334.57	205.54	1.36	33.16	1021.60	1018.25	-0.88	2.89	85.38	124.00	-55.66	9.89	9.89	9.89	4.41	4.75	27.25	34.57	15.406	312.820	100.659	15.619	1021.85	1
EQU	0	30/08/18	12:43:56	//	12:43:56	58.6033	3.1049	15.57	NaN	1998.30	338.25	205.16	1.36	33.16	1021.70	1018.22	-0.86	2.88	86.99	124.00	-55.66	9.89	9.89	9.89	4.96	4.75	27.25	34.46	15.391	312.522	100.527	15.602	1021.90	1
EQU	0	30/08/18	12:45:30	//	12:45:30	58.6059	3.0934	15.57	NaN	2007.40	340.25	205.54	1.36	33.16	1021.70	1018.21	-0.90	2.90	86.72	124.00	-55.66	9.89	9.89	9.89	3.18	4.81	27.25	34.46	15.387	312.176	100.414	15.602	1021.99	1
EQU	0	30/08/18	12:47:02	//	12:47:03	58.6084	3.0820	15.55	NaN	2013.00	341.49	205.83	1.36	33.16	1021.70	1018.23	-0.93	2.87	86.62	124.00	-55.13	9.89	9.89	9.89	3.02	4.94	27.25	34.46	15.358	312.707	100.525	15.574	1022.03	1
EQU	0	30/08/18	12:48:35	//	12:48:35	58.6109	3.0708	15.51	NaN	2013.10	341.51	205.91	1.36	33.16	1021.70	1018.30	-0.86	2.88	86.94	124.00	-55.09	9.89	9.89	9.89	2.49	5.00	27.25	34.36	15.320	313.377	100.675	15.543	1021.85	1
EQU	0	30/08/18	12:50:07	//	12:50:08	58.6135	3.0595	15.47	NaN	2008.70	340.61	205.37	1.36	33.16	1021.60	1018.24	-0.87	2.87	84.90	124.00	-55.13	9.89	9.89	9.89	4.74	4.94	27.25	34.36	15.286	313.910	100.761	15.504	1021.92	1
EQU-DRAIN	0	30/08/18	12:51:40	//	12:51:40	58.6161	3.0482	15.45	NaN	2001.80	339.08	205.83	1.36	33.16	1021.60	1018.20	-0.87	2.89	84.53	124.00	-55.75	9.89	9.89	9.89	3.73	5.00	27.25	34.36	15.283	314.154	100.801	15.486	1021.87	1
EQU	0	30/08/18	12:53:34	//	12:53:34	58.6192	3.0343	15.45	NaN	1994.70	337.43	206.83	1.37	33.17	1021.80	1018.34	-0.85	2.88	85.01	124.00	-55.79	9.89	9.89	9.89	4.80	4.94	27.25	34.25	15.293	314.116	100.805	15.494	1021.84	1
EQU	0	30/08/18	12:55:06	//	12:55:06	58.6218	3.0231	15.46	NaN	1991.00	336.68	205.70	1.36	33.17	1021.60	1018.22	-0.87	2.89	85.11	124.00	-55.74	9.89	9.89	9.89	3.30	5.06	27.31	34.25	15.287	314.132	100.806	15.492	1021.90	1
EQU	0	30/08/18	12:56:39	//	12:56:39	58.6244	3.0116	15.45	NaN	1988.20	336.01	206.04	1.36	33.17	1021.70	1018.44	-0.94	2.88	83.94	124.00	-55.69	9.89	9.89	9.89	4.27	4.87	27.31	34.25	15.279	314.495	100.913	15.488	1021.92	1
EQU	0	30/08/18	12:58:11	//	12:58:12	58.6269	3.0002	15.45	NaN	1984.00	335.11	205.91	1.36	33.17	1021.70	1018.38	-0.98	2.90	85.97	124.00	-55.71	9.89	9.89	9.89	3.08	4.75	27.31	34.25	15.273	314.823	101.011	15.484	1021.99	1
EQU	0	30/08/18	12:59:44	//	12:59:44	58.6295	2.9890	15.44	NaN	1980.10	334.16	205.29	1.36	33.17	1021.90	1018.23	-0.92	2.89	84.79	124.00	-55.73	9.89	9.89	9.89	3.39	4.87	27.31	34.25	15.271	314.842	100.995	15.474	1022.05	1
EQU	0	30/08/18	13:01:17	//	13:01:17	58.6321	2.9777	15.44	NaN	1976.40	333.44	204.91	1.35	33.17	1021.70	1018.40	-0.93	2.89	85.06	124.00	-55.74	9.89	9.89	9.89	2.71	5.06	27.25	34.15	15.268	315.383	101.173	15.476	1022.00	1
EQU	0	30/08/18	13:02:49	//	13:02:50	58.6347	2.9663	15.44	NaN	1974.60	333.04	205.58	1.36	33.17	1021.80	1018.20	-0.84	2.91	87.21	124.00	-55.73	9.89	9.89	9.89	3.84	5.06	27.25	34.15	15.259	316.036	101.370	15.470	1022.17	1
EQU	0	30/08/18	13:04:22	//	13:04:22	58.6372	2.9550	15.43	NaN	1973.50	332.79	205.20	1.36	33.17	1021.70	1018.31	-0.81	2.91	86.13	124.00	-55.62	9.89	9.89	9.89	4.39	5.00	27.25	34.15	15.282	316.031	101.372	15.472	1022.01	1
EQU	0	30/08/18	13:05:55	//	13:05:55	58.6398	2.9435	15.45	NaN	1973.90	332.92	205.45	1.36	33.17	1021.60	1018.36	-0.96	2.88	85.81	124.00	-55.59	9.89	9.89	9.89	3.96	4.87	27.25	34.15	15.285	315.365	101.185	15.484	1022.09	1
EQU	0	30/08/18	13:07:27	//	13:07:27	58.6423	2.9321	15.45	NaN	1974.50	332.98	205.79	1.36	33.17	1021.80	1018.33	-0.88	2.88	85.22	124.00	-55.59	9.89	9.89	9.89	3.57	4.75	27.25	34.04	15.282	315.313	101.169	15.485	1022.02	1
EQU	0	30/08/18	13:09:00	//	13:09:00	58.6449	2.9205	15.44	NaN	1973.30	332.76	206.00	1.36	33.17	1021.70	1018.39	-0.84	2.89	84.37	124.00	-55.64	9.89	9.89	9.89	2.47	4.94	27.25	34.04	15.281	316.090	101.416	15.484	1022.08	1
EQU	0	30/08/18	13:10:32	//	13:10:33	58.6475	2.9090	15.44	NaN	1972.20	332.48	205.70	1.36	33.17	1021.80	1018.43	-0.88	2.90	86.13	124.00	-55.67	9.89	9.89	9.89	4.55	4.81	27.25	34.04	15.282	315.516	101.232	15.483	1021.97	1
EQU	0	30/08/18	13:12:05	//	13:12:05	58.6500	2.8977	15.45	NaN	1971.50	332.31	205.04	1.35	33.17	1021.90	1018.48	-0.89	2.90	86.13	124.00	-55.66	9.89	9.89	9.89	3.41	4.94	27.25	34.04	15.271	315.819	101.323	15.480	1022.08	1
EQU	0	30/08/18	13:13:38	//	13:13:38	58.6526	2.8862	15.43	NaN	1970.70	332.12	204.95	1.35	33.16	1021.90	1018.24	-0.87	2.89	85.54	124.00	-54.86	9.89	9.89	9.89	2.82	4.81	27.31	33.94	15.246	316.227	101.410	15.461	1022.09	1
EQU	0	30/08/18	13:15:10	//	13:15:10	58.6551	2.8749	15.41	NaN	1971.70	332.31	204.62	1.35	33.17	1021.90	1018.51	-0.92	2.89	84.90	124.00	-54.91	9.89	9.89	9.89	4.59	4.94	27.25	33.94	15.259	315.711	101.215	15.447	1022.17	1
EQU	0	30/08/18	13:16:43	//	13:16:43	58.6577	2.8635	15.44	NaN	1978.50	333.79	204.25	1.35	33.16	1021.90	1018.48	-0.88	2.88	85.70	124.00	-55.66	9.89	9.89	9.89	3.51	4.75	27.25	33.94	15.280	314.266	100.816	15.477	1022.08	1
EQU	0	30/08/18	13:18:15	//	13:18:16	58.6603	2.8521	15.44	NaN	1984.10	335.08	205.12	1.35	33.16	1021.80	1018.51	-0.99	2.90	84.63	124.00	-55.63	9.89	9.89	9.89	3.29	4.94	27.31	33.94	15.267	313.911	100.703	15.477	1022.00	1
EQU	0	30/08/18	13:19:48	//	13:19:48	58.6628	2.8407	15.43	NaN	1987.40	335.78	205.50	1.36	33.16	1021.80	1018.32	-1.02	2.89	85.81	124.00	-55.58	9.89	9.89	9.89	3.60	4.87	27.25	33.83	15.263	313.235	100.475	15.472	1022.09	1
EQU	0	30/08/18	13:21:21	//	13:21:21	58.6654	2.8292	15.42	NaN	1988.90	336.13	205.37	1.36	33.16	1021.80	1018.38	-0.96	2.89	85.11	124.00	-55.67	9.89	9.89	9.89	4.04	4.81	27.25	33.83	15.246	313.235	100.440	15.456	1022.11	1
EQU	0	30/08/18	13:22:53	//	13:22:53	58.6679	2.8178	15.41	NaN	1988.60	336.02	205.08	1.35	33.16	1021.90	1018.54	-0.96	2.88	86.45	124.00	-55.67	9.89	9.89	9.89	3.61	4.75	27.25	33.83	15.255	313.116	100.381	15.446	1022.20	1
EQU	0	30/08/18	13:24:26	//	13:24:26	58.6704	2.8064	15.43	NaN	1989.50	336.12	205.37	1.36	33.15	1022.10	1018.43	-0.96	2.88	84.63	124.00	-55.69	9.89	9.89	9.89	4.02	4.87	27.19	33.83	15.271	313.616	100.593	15.470	1022.14	1
EQU	0	30/08/18	13:25:58	//	13:25:59	58.6730	2.7949	15.43	NaN	1989.80	336.37	205.75	1.36	33.15	1021.70	1018.42	-0.93	2.89	86.08	124.00	-55.65	9.89	9.89	9.89	3.39	4.94	27.25	33.83	15.241	314.428	100.847	15.467	1022.12	1
EQU	0	30/08/18	13:27:31	//	13:27:31	58.6755	2.7837	15.40	NaN	1989.60	336.23	205.70	1.36	33.15	1022.00	1018.71	-1.01	2.89	85.86	124.00	-55.69	9.89	9.89	9.89	4.53	4.94	27.25	33.83	15.239	315.441	101.113	15.440	1022.10	1
EQU	0	30/08/18	13:29:04	//	13:29:04	58.6780	2.7722	15.41	NaN	1989.30	336.20	204.70	1.35	33.15	1021.80	1018.45	-0.99	2.89	84.37	124.00	-55.64	9.89	9.89	9.89	4.27	5.00	27.25	33.73	15.248	315.033	101.001	15.449	1022.20	1
EQU	0	30/08/18	13:30:36	//	13:30:36	58.6806	2.7609	15.41	NaN	1989.90	336.30	204.66	1.35	33.15	1021.90	1018.45	-0.90	2.89	86.35	124.00	-55.65	9.89	9.89	9.89	3.47	4.75	27.19	33.73	15.257	314.841	100.952	15.454	1022.09	1
EQU	0	30/08/18	13:32:10	//	13:32:10	58.6832	2.7492	15.43	NaN	1991.20	336.62	205.08	1.35	33.15	1021.80	1018.49	-0.84	2.89	85.17	124.00	-55.75	9.89	9.89	9.89	3.07	4.75	27.19	33.73	15.272	314.669	100.943	15.476	1022.23	1
EQU	0	30/08/18	13:33:43	//	13:33:43	58.6857	2.7378	15.44	NaN	1994.10	337.21	204.58	1.35	33.14	1022.00	1018.54	-0.93	2.88	85.17	124.00	-55.83	9.89	9.89	9.89	3.72	4.81	27.25	33.73	15.277	314.455	100.872	15.474	1022.09	1
EQU	0	30/08/18	13:35:15	//	13:35:16	58.6882	2.7263	15.44	NaN	1996.50	337.74	204.62	1.35	33.14	1021.90	1018.54	-0.92	2.87	85.38	124.00	-55.78	9.89	9.89	9.89	3.39	4.94	27.19	33.73	15.277	313.709	100.641	15.478	1022.18	1
EQU	0	30/08/18	13:36:48	//	13:36:48	58.6907	2.7150	15.45	NaN	1998.00	338.11	205.20	1.36	33.14	1021.80	1018.50	-0.99	2.91	85.06	124.00	-55.68	9.89	9.89	9.89	3.41	4.87	27.19	33.73	15.304	313.807	100.713	15.497	1022.24	1
EQU	0	30/08/18	13:38:21	//	13:38:21	58.6932	2.7036	15.47	NaN	2000.60	338.66	205.25	1.36	33.13	1021.90	1018.64	-0.85	2.89	85.59	124.00	-55.68	9.89	9.89	9.89	4.16	4.87	27.19	33.62	15.311	313.857	100.755	15.509	1022.23	1
EQU	0	30/08/18	13:39:53	//	13:39:54	58.6958	2.6924	15.48	NaN	2001.60	338.89	205.37	1.36	33.13	1021.90	1018.63	-0.90	2.90	86.13	124.00	73.60	9.89	9.89	9.89	4.59	4.87	27.19	33.62	15.306	313.556	100.665	15.512	1022.20	1
EQU	0	30/08/18	13:41:26	//	13:41:26	58.6984	2.6812	15.46	NaN	2000.60	338.64	205.58	1.36	33.13	1021.90	1018.61	-0.94	2.90	85.59	124.00	73.57	9.89	9.89	9.89	3.45	4.81	27.25	33.62	15.283	314.360	100.881	15.493	0.00	1
EQU	0	30/08/18	13:42:59	//	13:43:00	58.7011	2.6697	15.45	NaN	1997.50	337.99	206.00	1.36	33.13	1021.80	1018.55	-0.93	2.87	85.54	124.00	73.54	9.89	9.89	9.89	3.35	4.75	27.19	33.62	15.286	315.095	101.102	15.486	1022.24	1
EQU	0	30/08/18	13:44:31	//	13:44:32	58.7036	2.6585	15.45	NaN	1995.80	337.55	205.25	1.36	33.12	1022.00	1018.59	-0.90	2.88	87.16	124.00	-55.74	9.89	9.89	9.89	4.14	4.81	27.19	33.62	15.279	316.543	101.567	15.486	1022.10	1
EQU	0	30/08/18	13:46:04	//	13:46:04	58.7062	2.6472	15.43	NaN	1995.10	337.37	205.33	1.36	33.11	1022.00	1018.58	-0.92	2.89	87.16	124.00	-55.68	9.89	9.89	9.89	4.10	4.94	27.19	33.62	15.244	316.659	101.553	15.462	1022.17	1
EQU	0	30/08/18	13:47:37	//	13:47:37	58.7089	2.6358	15.40	NaN	1992.40	336.76	205.12	1.35	33.12	1022.00	1018.45	-0.99	2.90	87.43	124.00	-55.69	9.89	9.89	9.89	4.43	4.94	27.19	33.62	15.204	316.945	101.565	15.426	1022.27	1
EQU	0	30/08/18	13:49:09	//	13:49:10	58.7115	2.6245	15.37	NaN	1988.60	335.90	205.04	1.35	33.12	1022.10	1018.60	-0.93	2.90	84.53	124.00	-55.73	9.89	9.89	9.89	4.24	4.87	27.19	33.62	15.205	316.938	101.519	15.406	1022.16	1
EQU	0	30/08/18	13:50:42	//	13:50:42	58.7141	2.6132	15.37	NaN	1985.40	335.30	204.33	1.35	33.12	1021.90	1018.49	-0.88	2.86	84.79	124.00	-55.74	9.89	9.89	9.89	2.96	4.81	27.12	33.62	15.210	316.401	101.361	15.412	1022.25	1
EQU-DRAIN	0	30/08/18	13:52:14	//	13:52:15	58.7167	2.6018	15.38	NaN	1985.00	335.12	205.16	1.35	33.11	1022.00	1018.64	-0.98	2.88	85.33	124.00	-55.64	9.89	9.89	9.89	4.25	4.94	27.12	33.52	15.233	316.076	101.267	15.417	1022.05	1
EQU	0	30/08/18	13:54:08	//	13:54:08	58.7199	2.5881	15.40	NaN	1987.60	335.70	205.54	1.36	33.11	1022.00	1018.53	-0.94	2.89	85.22	124.00	-55.68	9.89	9.89	9.89	3.99	4.87	27.19	33.52	15.239	316.314	101.395	15.441	1022.25	1
EQU	0	30/08/18	13:55:41	//	13:55:41	58.7225	2.5768	15.40	NaN	1990.00	336.23	205.04	1.35	33.10	1022.00	1018.49	-0.96	2.89	85.70	124.00	-55.63	9.89	9.89	9.89	4.80	4.94	27.12	33.52	15.244	316.763	101.543	15.443	1022.33	1
EQU	0	30/08/18	13:57:13	//	13:57:14	58.7252	2.5653	15.39	NaN	1993.90	337.04	204.50	1.35	33.09	1022.00	1018.29	-0.94	2.89	85.59	124.00	-55.65	9.89	9.89	9.89	3.57	5.00	27.12	33.52	15.217	316.142	101.304	15.424	1022.09	1
EQU	0	30/08/18	13:58:46	//	13:58:46	58.7278	2.5539	15.38	NaN	1996.90	337.74	204.33	1.35	33.10	1022.00	1018.58	-0.98	2.91	85.92	124.00	-55.67	9.89	9.89	9.89	3.73	4.94	27.19	33.52	15.216	316.104	101.279	15.418	1022.21	1
EQU	0	30/08/18	14:00:19	//	14:00:19	58.7305	2.5424	15.38	NaN	1998.80	338.17	204.00	1.35	33.10	1022.00	1018.73	-0.96	2.90	85.33	124.00	-55.71	9.89	9.89	9.89	3.34	4.94	27.12	33.52	15.212	315.639	101.133	15.420	1022.28	1
EQU	0	30/08/18	14:01:51	//	14:01:51	58.7331	2.5309	15.38	NaN	2002.70	338.93	204.20	1.35	33.09	1022.20	1018.56	-0.93	2.89	85.22	124.00	-55.07	9.89	9.89	9.89	3.55	4.81	27.12	33.52	15.239	314.808	100.870	15.421	1022.28	1
EQU	0	30/08/18	14:03:24	//	14:03:24	58.7357	2.5195	15.40	NaN	2006.70	339.90	204.04	1.35	33.09	1022.00	1018.64	-0.96	2.87	85.17	124.00	-55.05	9.89	9.89	9.89	4.04	4.81	27.12	33.52	15.218	314.397	100.767	15.434	1022.26	1
EQU	0	30/08/18	14:04:56	//	14:04:57	58.7383	2.5081	15.38	NaN	2008.40	340.23	203.75	1.34	33.09	1022.10	1018.65	-0.99	2.91	85.54	124.00	-54.97	9.89	9.89	9.89	3.73	4.69	27.12	33.52	15.213	314.740	100.848	15.421	1022.32	1
EQU	0	30/08/18	14:06:30	//	14:06:30	58.7410	2.4967	15.38	NaN	2010.00	340.61	203.70	1.34	33.08	1022.00	1018.68	-0.91	2.89	85.97	124.00	-55.65	9.89	9.89	9.89	3.39	4.94	27.19	33.52	15.198	313.992	100.596	15.415	1022.27	1
